PUID,ACCENUMB,CROPNAME,COLLMISSID,COLLNAME,COLLCODE,COLLINSTADDRESS,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,ACCENAME,SAMPSTAT,ANCEST,COLSRC,DONORNAME,DUPLINSTNAME,MLSSTAT
10.18730/8WPHE,115790,Wild Hordeum,JOR95,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/06,JOR,"Irbid, Irbid Province, Tayybeh Sub-Province, Bottom of the valley; road Mansoura to Kafr Asad",32.6167,35.7,60,6/2/1995,,100,NULL,NULL,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8WPKG,115792,Wild Hordeum,JOR95,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/06,JOR,"Irbid, Irbid Province, Tayybeh Sub-Province, road Sakhra-Abben; 2 km from Sakhra",32.35,35.6667,1020,6/2/1995,,100,NULL,13,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8WPMH,115793,Wild Hordeum,JOR95,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/06,JOR,"Al Balqa, Balqa Province, Salt Sub-Province, ",32.0333,35.6833,680,6/3/1995,,100,NULL,13,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8WPNJ,115795,Wild Hordeum,JOR95,ICARDA;NCARTT,JOR006;LBN002,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/06,JOR,"Al Mafraq, Mafraq Province, Sabha Sub-Province, Manchiet Al-Kabalan",32.3333,36.5333,830,5/31/1995,,100,NULL,13,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8WR9~,115852,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,GRC,"Peloponnesus, Peloponnisos Region, Messinia Prefecture, Lesi",37.15,21.9667,NULL,4/25/1905,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WRG3,115859,Barley,BALK41,BALK41,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,GRC,"Epirus, Ipeiros Region, Ioannina Prefecture, Ioannina; Agr. Exp. Stn.",39.6667,20.85,NULL,4/24/1905,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WRTD,115869,Barley,BALK42,BALK42,,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,GRC,"Peloponnesus, Notio Aigaio Region, Cyclades Prefecture, Chirades",37.0333,25.1667,NULL,4/25/1905,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WSP4,115897,Barley,LBY83,ARC;IBPGR;IDG;ZIGuK,;DEU146;ITA004;ITA303;LBY001,;Agriculture Research Center Erbil  IRQ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,LBY,"Murzuq, Murzuq Municipality, , Traghen",25.9833,14.5,420,4/27/1983,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WTPU,115929,Barley,LBY81,ARC;IBPGR;IDG;ZIGuK,DEU146;ITA004;ITA303;LBY001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,LBY,"Al Jabal al Akhdar, Al Jabal al Akhdar Municipality, , 8 km E Al Bayda",32.7281,21.9075,670,6/13/1981,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WTT3,115933,Barley,LBY81,ARC;IBPGR;IDG;ZIGuK,DEU146;ITA004;ITA303;LBY001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,LBY,"Darnah, Darnah Municipality, , 25 km W Darnah on the coast road",32.8542,22.4028,20,6/14/1981,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WV2B,115941,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Mugla, Mugla Province, , Vilayet Mugla",37.2167,28.3667,NULL,1/1/1928,,300,NULL,NULL,IPK,GRS-LBN;INRA-MAR;SGSV,1
10.18730/8WVEQ,115953,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Izmir, Izmir Province, , Bergama-Kaza",39.1167,27.1833,NULL,1/1/1928,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WW6A,115977,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Van, Van Province, , Dagodibi",38.4167,42.7,NULL,1/1/1928,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WWBF,115982,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Bursa, Bursa Province, , Sayfiye region",40.1167,29.3333,NULL,1/1/1928,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WWDH,115984,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Erzurum, Erzurum Province, , Cullu",39.75,41.8667,NULL,1/1/1928,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WWSX,115996,Barley,TUR28/30,BRLF;ZIGuK,DEU077;DEU146,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1994,TUR,"Kocaeli, Kocaeli Province, , Kara Mursel; surroundings",40.6833,29.6167,NULL,1/1/1928,,300,NULL,NULL,IPK,INRA-MAR;SGSV,1
10.18730/8WX21,116005,Wild Hordeum,LBY81,ARC;IBPGR;IDG;ZIGuK,DEU146;ITA004;ITA303;LBY001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1994,LBY,"Al Jabal al Akhdar, Al Jabal al Akhdar Municipality, , Al Bayda; within the city on road border",32.7667,21.7167,590,6/12/1981,,100,NULL,NULL,IPK,GRS-MAR;SGSV,1
10.18730/8WZXJ,116099,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , Bostancik village; 30 km on the way  Gaziatep to Kilis opposite to Boudac farm",36.8819,37.3511,610,7/1/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8WZYK,116100,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 2 km from Al Beyli N on the road to Gazintep",36.6911,37.4644,470,7/1/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X00N,116102,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 2 km E of Gebe",36.785,37.4764,605,7/1/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X01P,116103,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 2 km S from Sazgin village; 4km South of oguzeli road to Yakacik",36.9256,37.4708,655,7/2/1995,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X02Q,116104,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 3 km before Yakacik on the way between Oguzeli to Yakacik",36.8808,37.5183,635,7/2/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X04S,116106,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , Yukari guneyce village; 3 km NW of the village",36.8536,37.5214,640,7/2/1995,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X08X,116110,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 30 km N on the way from Gozintep to Yovuzeli",37.1919,37.4597,800,7/4/1995,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X0AZ,116112,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 1 km before Saribugday road from Yavuzeli",37.2708,37.5403,630,7/4/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X0C~,116115,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 400 m E of Koksalan Village",37.2806,37.2383,910,7/5/1995,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X0FU,116118,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , 2 km from Kara Yusuflu road to Yavuzeli",37.3228,37.4672,750,7/5/1995,,100,NULL,21,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8X0Q7,116127,Wild Hordeum,TUR95-2,AARI;ICARDA,LBN002;TUR001,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1995/07,TUR,"Gaziantep, Gaziantep Province, , ",37.0111,37.0494,850,7/7/1995,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8YVJ3,118074,Barley,ECU96,CLIMA;ICARDA;INIAP,;AUS145;LBN002,;Casilla 340 Quito  ECU,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1996/06,ECU,"Tungurahua, Tungurahua Province, Ambato Canton, Pilahuin",-1.28639,-78.7372,3300,6/23/1996,;Cebada Grande,300,NULL,30,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8YVK4,118075,Barley,ECU96,CLIMA;ICARDA;INIAP,;AUS145;LBN002,;Casilla 340 Quito  ECU,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1996/06,ECU,"Tungurahua, Tungurahua Province, Ambato Canton, Pilahuin",-1.28639,-78.7372,3300,6/23/1996,;Cebada Pelada,300,NULL,30,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZYVP,119386,Wild Hordeum,SYR97-4,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/07,SYR,"Aleppo, Aleppo (Halab) Province, , 10 km W Manbij on Munbig-Al Bab highway; junction Al Aousaglie",36.4839,37.77,490,5/19/1997,,100,NULL,11,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZZ8=,119402,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Homs, Homs (Hims) Province, , Arkays; 2 km N of the village",34.8225,36.4742,500,6/15/1997,,100,NULL,24,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZZK9,119413,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Homs, Homs (Hims) Province, , 3 km W of Kafr Na'an",34.8931,36.6081,360,6/16/1997,,100,NULL,24,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZZPC,119420,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Homs, Homs (Hims) Province, , Burj; 2 km W the village",34.8844,36.5497,345,6/16/1997,,100,NULL,62,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZZSF,119424,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Homs, Homs (Hims) Province, , 4 km W  Kafr Na'am",34.9064,36.6353,360,6/16/1997,,100,NULL,24,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/8ZZWJ,119427,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Hama, Hamah Province, , 2 km N Jorjeeseh",34.9414,36.6633,370,6/16/1997,,100,NULL,61,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/900C$,119443,Wild Hordeum,SYR97-2,ARCD;ICARDA,LBN002;SYR003,,Hordeum,vulgare,L.,subsp. spontaneum,(K. Koch) Thell.,1997/06,SYR,"Idlib, Idlib Province, , Tall Dam; 1 km S",35.5639,36.8928,420,6/18/1997,,100,NULL,62,ICARDA-GRU,CIMMYT;SGSV,1
10.18730/90MHD,120484,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,", G?nc? City, , Kirovabad [Ganca]",40.6833,46.3333,NULL,1/1/1901,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90MPJ,120489,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Baku, Qusar District, , village Khulukh",41.4667,48.1333,NULL,3/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90MQK,120490,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Quba, Quba District, , village Konakh-Kent [Konagkend]",41.0833,48.5667,NULL,3/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90MRM,120491,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Quba, Quba District, , village Afurdzha",41.15,48.6167,NULL,3/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90MSN,120492,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,ARM,"Ararat, Ararat Province, , village Vedi",39.9,44.7,NULL,3/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90N2Y,120501,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Abseron, Baki City, , ",40.4833,50.0167,NULL,3/27/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90N4*,120503,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,TKM,"Ashkhabad, Ahal Province, , Ashgabat",37.95,58.3667,NULL,3/31/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90N5~,120504,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,TKM,"Ashkhabad, Ahal Province, , Ashgabat",37.95,58.3667,NULL,3/31/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90N8U,120507,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,GEO,"Dusheti, Mtskheta-Mtianeti Region, Dusheti District, province Tiflis; district Dusheti; vilage Boli (?)",42.0833,44.6833,NULL,4/4/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90NC3,120511,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,GEO,"Borchalo [Marneuli], Kvemo Kartli Region, Bolnisi District, Marneuli",41.45,44.4667,NULL,4/6/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90P3T,120534,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Samkir, S?mkir District, , Shamlhor [Samkir]",40.8167,46,NULL,4/6/1905,,300,NULL,NULL,VIR,GRS-LBN;INRA-MAR;SGSV,1
10.18730/90P4V,120535,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KAZ,"Astana, Aqmola Region, , province Akmolinsk [Astana]",51.1833,71.4333,NULL,4/5/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90P8Z,120539,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KAZ,"Shymkent [South Kazakhstan], South Kazakhstan Region, , ",42.3167,69.5833,NULL,4/5/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PB$,120542,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,TKM,"Ashkhabad, Ahal Province, , Ashgabat",37.95,58.3667,NULL,4/4/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PC=,120543,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KAZ,"Ural'sk, West Kazakhstan Region, Zelenovskiy Rayon, Oral",51.2333,51.3833,NULL,4/4/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PH3,120548,Barley,KGZ29,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KGZ,"Tien-Shan, Naryn Region, , At-Bashi rejon",41.1667,75.8,2000,4/12/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PJ4,120549,Barley,KGZ29,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KGZ,"Tien-Shan, Naryn Region, , At-Bashi rejon",41.1667,75.8,2000,4/12/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PN7,120552,Barley,KGZ29,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KGZ,", Naryn Region, , district Dzhumgal'; Chayek rejon; Tian Shan",41.9167,74.5167,1400,4/12/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PQ9,120554,Barley,KGZ28,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KGZ,"Osh, Osh Region, , Kara-Kul'dzha rejon",40.6667,73.4333,1100,4/11/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PRA,120555,Barley,KGZ28,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KGZ,"Osh, Osh Region, , Ozgon rejon",40.7667,73.2833,960,4/11/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PSB,120556,Barley,KGZ28,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KGZ,", Naryn Region, , At-Bashi rejon",41.1667,75.8,2000,4/11/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PTC,120557,Barley,KGZ28,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KGZ,"Naryn, Naryn Region, , Naryn rejon",41.4167,75.9833,2000,4/11/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90PZH,120562,Barley,RUS28,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Krasnodar, Krasnodar Territory, Krasnodar gorsovet District, Krasnodar",45.0333,38.95,NULL,4/11/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90R3G,120598,Barley,RUS26,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Stavropol, Stavropol' Territory, Budennovsk City, Svyatoy Krest [Budenovsk] rejon",44.7667,44.1333,NULL,4/9/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90R4H,120599,Barley,RUS26,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Stavropol, Stavropol' Territory, Budennovsk City, Svyatoy Krest [Budenovsk] rejon",44.7667,44.1333,NULL,4/9/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90R5J,120600,Barley,RUS26,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Alania, North Ossetia Republic, Mozdokskiy rayon District, town Mozdok",43.7167,44.65,NULL,4/9/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90RAQ,120605,Barley,RUS27,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Stavropol, Stavropol' Territory, Kochubeevskiy rayon District, Bogoslavskaya [Balakhonovskoye] rejon",44.7667,41.7667,NULL,4/10/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90RBR,120606,Barley,RUS27,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Krasnodar, Krasnodar Territory, Dinskiy rayon District, district Slavyanskaya village Ivanovskaya",45.3,38.65,NULL,4/10/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90RCS,120607,Barley,RUS27,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Novgorod, Novgorod Region, Staraya Russa City, Staraya Russa rejon",57.9833,31.35,NULL,4/10/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90RN$,120616,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,AZE,"Nagorno-Karabakh, Xocav?nd District, , Martuni [Xocavand] rejon",39.7833,47.1,NULL,4/14/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90S2A,120629,Barley,TJK34,VIR,RUS001,   ,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,TJK,"Dushanbe, Tadzhikistan Territories Region, Tavildara, village Tovil'-Dora",38.7167,70.45,NULL,4/17/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90S3B,120630,Barley,TJK34,;VIR,;RUS001,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,TJK,"Kulyab, Khatlon Region, Muminobod, village Muminabad (Leningradskiy)",38.1,70.0167,NULL,4/17/1905,,300,NULL,NULL,VIR,GRS-LBN;SGSV,1
10.18730/90S6E,120633,Barley,TJK34,VIR,RUS001,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,TJK,", Khatlon Region, Sovet, village Zangi-Baba",38.1,69.6333,NULL,4/17/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90S7F,120634,Barley,TJK34,VIR,RUS001,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,TJK,"Kulob, Khatlon Region, Khovaling, district Kzyl-Mazar village Bogdayen",38.1833,69.8333,1300,4/17/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90S8G,120635,Barley,TJK34,VIR,RUS001,   ,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,TJK,"Kulob, Khatlon Region, Danghara, district Dangara Kishlak Aksu procuring office",38.15,69.2833,NULL,4/17/1905,,300,NULL,NULL,VIR,SGSV,1
10.18730/90SAJ,120637,Barley,RUS35,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,RUS,"Dagestan, Dagestan Republic, Lakskiy rayon District, distric Lakskiy; village Kumukh",42.1667,47.1167,1500,4/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SBK,120638,Barley,RUS35,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,RUS,"Dagestan, Dagestan Republic, Khunzakhskiy rayon District, town Khunzakh",42.5239,46.75,2000,4/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SCM,120639,Barley,RUS35,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon var. deficiens,Steud.,1997/10,RUS,"Dagestan, Dagestan Republic, Botlikhskiy rayon District, distric Botlikh; village Botlikh",42.65,46.2167,1800,4/18/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SEP,120641,Barley,RUS36,VIR,RUS001,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,RUS,"Dagestan, Dagestan Republic, Akushinskiy rayon District, village Ginta",42.2,47.4167,1400,4/19/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SJT,120645,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,RUS,"Dagestan, Dagestan Republic, Makhachkala gorsovet District, Makhachkala",42.9667,47.5,NULL,4/19/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SNX,120648,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,RUS,"Dagestan, Dagestan Republic, , ",42.1333,47.1,NULL,4/18/1905,;Terskii,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SR*,120651,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/10,KAZ,"East Kazakhstan, East Kazakhstan Region, , ",49.75,84.25,NULL,4/19/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SS~,120652,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,KAZ,"East Kazakhstan, East Kazakhstan Region, , ",49.75,84.25,NULL,4/19/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90SV=,120654,Barley,NULL,NULL,NULL,,Hordeum,vulgare,L.,subsp. vulgare convar. distichon,(L.) Alef.,1997/10,GEO,"Samegrelo-Zerno Svaneti prov., Samegrelo-Zemo Svaneti Region, , ",43.0333,42.7167,NULL,4/21/1905,,300,NULL,NULL,VIR,INRA-MAR;SGSV,1
10.18730/90XE2,120771,Barley,CASIA93,NIARY;TAES;VIR,JPN083;RUS001;TKM001,,Hordeum,vulgare,L.,subsp. vulgare convar. vulgare,,1997/11,TKM,"Ashkhabad, Balkan Province, , From Turkmenistan Agriculture Experiment Station; Kara Kala",38.4333,56.2667,NULL,6/15/1993,,300,NULL,NULL,NIARY,CIMMYT;INRA-MAR;SGSV,1
